base,derived,prefix,separability,pos,gloss_de,gloss_es,gloss_en,example,wiktionary_url
kommen,zukommen,zu-,separable,Verb,"sich jemandem oder etwas nähern ( zeitnah ) zu erwarten sein jemandem gebühren , zustehen , zuteilwerden (lassen) überbracht , geschickt werden sich an jemanden wenden , Verbindung aufnehmen",,,"Ich sehe, wie der große Hund auf ihn zukommt .",https://de.wiktionary.org/wiki/zukommen
kommen,zusammenkommen,zusammen-,separable,Verb,treffen von zwei oder mehr Personen in Bezug auf (meist unangenehme ) Ereignisse : sich zeitgleich ereignen sich anhäufen,,,„Unsere Mitglieder des Schachvereins kommen dreimal die Woche zum Training zusammen. “,https://de.wiktionary.org/wiki/zusammenkommen
kommen,überkommen,über-,ambiguous,Verb,"von Gefühlen ergriffen werden veraltet : als Erbe erhalten, (ver)erben, überliefern",,,Es überkamen uns schaurige Gefühle.,https://de.wiktionary.org/wiki/%C3%BCberkommen
laufen,ablaufen,ab-,separable,Verb,"zu laufen beginnen von/aus etwas abfließen, abzweigen (eine Strecke) zu Fuß bewältigen (Schuhwerk) durch Benutzung verschleißen sich gerade ereignen zu Ende gehen, seine Gültigkeit verlieren",,,Du kommst zu spät; sie sind bereits vor einigen Minuten abgelaufen.,https://de.wiktionary.org/wiki/ablaufen
laufen,anlaufen,an-,separable,Verb,"beim Laufen auf ein Hindernis , einen Widerstand , eine Kraft stoßen beginnen , einsetzen , Schritte unternehmen Sport , Technik : durch laufende Bewegung Schwung holen ; in Gang kommen , zu laufen beginnen Sport : sich in einer (häufig leichtathletische) Disziplin auf eine bestimmten Art und Weise bewegen Schifffahrt : ansteuern sich steigern anschwellen einen Farbton , eine Färbung , einen Zustand annehmen , erreichen",,,Heinz lief gegen den Wind an .,https://de.wiktionary.org/wiki/anlaufen
laufen,auflaufen,auf-,separable,Verb,"Seewesen : von oben her auf etwas auffahren, auf Grund laufen in Bewegung gegen etwas prallen, fahren Landwirtschaft : aufgehen, anwachsen anwachsen, sich ansammeln, anhäufen Sport : sich seinem Vordermann annähern, den Anschluss herstellen Sport : dabei sein, antreten umgangssprachlich : wund laufen dialektal, selten: anschwellen",,,Das Schiff lief auf ein Riff auf .,https://de.wiktionary.org/wiki/auflaufen
laufen,auslaufen,aus-,separable,Verb,"als Flüssigkeit aus einer Öffnung austreten einen Zeitpunkt erreichen , an dem etwas endet, beispielsweise ein Vertrag nach dem Sport locker laufen Schiff: einen Hafen verlassen",,,Die Milchtüte ist im Kühlschrank ausgelaufen.,https://de.wiktionary.org/wiki/auslaufen
laufen,belaufen,be-,inseparable,Verb,"mit dem Hilfsverb haben : eine Gegend zu Fuß begehen, zum Beispiel um sie zu erkunden, etwas zu suchen oder abzugeben mit dem Hilfsverb haben , reflexiv : insgesamt eine gewisse Summe ergeben mit dem Hilfsverb sein , regional, über eine glatte Fläche: mit Wasserdampf beschlagen",,,"„Als Regel ist anzusehen, dass die Landbriefträger regelmässig wiederkehrend dieselben festen Touren zu belaufen haben.“ (1873)",https://de.wiktionary.org/wiki/belaufen
laufen,durchlaufen,durch-,ambiguous,Verb,"einem Ablauf unterzogen werden einen Ort zu Fuß durchqueren , sich dabei umschauen durch die Reibung des Gehens zerstören , meist Schuhe oder Strümpfe",,,Der Brief lief ohne Beanstandung durch die Post.,https://de.wiktionary.org/wiki/durchlaufen
laufen,einlaufen,ein-,separable,Verb,"intransitiv , von Textilien : durch Waschen kleiner beziehungsweise enger werden intransitiv , Nautik , (von Schiffen) : in einen Hafen fahren reflexiv , Sport : seinen Körper durch Laufen auf weitere Anstrengung vorbereiten transitiv , von Schuhwerk : durch langes Tragen an den Fuß anpassen und so bequemer machen",,,"Mein Wollpullover ist eingelaufen , weil das Waschwasser zu warm war.",https://de.wiktionary.org/wiki/einlaufen
laufen,entlaufen,ent-,inseparable,Verb,sich einer Obhut entziehen,,,"„Viele haben sicher noch die Bilder aus dem georgischen Tiflis im Kopf, als dort im vergangenen Jahr nach einer Überschwemmung ein Tiger entlaufen war und einen Mann tötete.“",https://de.wiktionary.org/wiki/entlaufen
laufen,erlaufen,er-,inseparable,Verb,"transitiv , Sport : durch schnelles Laufen erreichen, an den Ball gelangen transitiv , Sport : einen Erfolg durch Laufen erzielen",,,"Ein Bremer Stürmer hätte den Ball fast erlaufen, die Zuschauer hielten den Atem an, ein zweites Gegentor hätte das Bremen-Trauma auf Ewigkeit gefestigt.",https://de.wiktionary.org/wiki/erlaufen
laufen,fortlaufen,fort-,separable,Verb,sich laufend von einem Ort entfernen sich zeitlich fortsetzen,,,Von diesem Ort wollte sie nur noch fortlaufen.,https://de.wiktionary.org/wiki/fortlaufen
laufen,gelaufen,ge-,inseparable,Verb,ge·lau·fen,,,,https://de.wiktionary.org/wiki/gelaufen
laufen,herlaufen,her-,separable,Verb,"sich ( schnell ) zu Fuß hierher (zum Sprechenden ) begeben begleitend hinter , neben oder vor jemandem oder etwas laufen",,,„Da springt Frauli auf und läuft zu mir her .“,https://de.wiktionary.org/wiki/herlaufen
laufen,hinlaufen,hin-,separable,Verb,"sich schnell zu Fuß zu einem bestimmten Ort begeben umgangssprachlich : sich (mit mäßiger Geschwindigkeit ) gehend irgendwohin begeben umgangssprachlich , abwertend : jemanden oder etwas sofort aufsuchen ; sich unverzüglich an jemanden oder etwas wenden in eine bestimmte Richtung , zu eine bestimmte Stelle verlaufen (ohne erkennbares , festes Ziel ) von einer Stelle zu einer anderen laufen gemächlich strömen ; ohne große Ereignisse vor sich hin fließen",,,Es war schon sehr spät – schnell bin ich zum Auto hingelaufen und fuhr nach Hause.,https://de.wiktionary.org/wiki/hinlaufen
laufen,hinterlaufen,hinter-,ambiguous,Verb,"transitiv , Sport : hinter einen Gegenspieler oder eine gegnerische Abwehr laufen, um der Deckung zu entgehen",,,"Er hinterlief den Verteidiger, bekam den Ball zugespielt und erzielte das entscheidende Tor.",https://de.wiktionary.org/wiki/hinterlaufen
laufen,loslaufen,los-,separable,Verb,"intransitiv : ( plötzlich ) anfangen , sich im Laufschritt oder gehend ( irgendwohin ) zu bewegen ; anfangen zu laufen intransitiv : (von einem Apparat , Gerät , Mechanismus oder dergleichen) anfangen, seinen Betrieb , seine Funktion aufzunehmen ; sich in Gang setzen",,,"„Gleich als man sich gestern auf Wiedersehen gesagt hat, muß er losgelaufen sein und das ganze Ghetto verrückt gemacht haben.“",https://de.wiktionary.org/wiki/loslaufen
laufen,mitlaufen,mit-,separable,Verb,"es auch und parallel zu jemandem tun, wenn der sich schnell bewegt ( läuft ), gemeinsam rennen bei einer (politischen) Richtung ( passiv ) mitmachen ohne sie ( aktiv ) voranzutreiben unpersönlich : parallel auch geschehen , ohne das jemand besonderen Wert darauf legt oder sich kümmert als Aufnahmemedium/ Rekorder angeschaltet parallel zum Geschehen eine Aufnahme machen",,,Der Hund ist den ganzen Weg bis zum Waldparkplatz mitgelaufen .,https://de.wiktionary.org/wiki/mitlaufen
laufen,nachlaufen,nach-,separable,Verb,"jemandem oder etwas, der/das sich entfernt, hinterherlaufen umgangssprachlich : sich sehr um jemanden bemühen umgangssprachlich : viel Zeit investieren, um etwas erledigt zu bekommen; sich mehrfach bemühen technisches Gerät, zum Beispiel eine Uhr: nicht korrekt in der Zeit sein, sondern zu langsam gehen (mehr Flüssigkeit) zulaufen lassen",,,Der Hund läuft seinem Frauchen nach .,https://de.wiktionary.org/wiki/nachlaufen
laufen,umlaufen,um-,ambiguous,Verb,"intransitiv , Hilfsverb sein : weitergegeben werden; von einem Personenkreis zum anderen laufen; weitervermittelt werden umgangssprachlich , transitiv , Hilfsverb haben : so heftig gegen jemanden oder etwas laufen, dass er beziehungsweise es dabei zu Fall gebracht wird intransitiv , Hilfsverb sein : sich in einem Kreislauf bewegen intransitiv , Hilfsverb sein , Meteorologie , vom Wind : dauernd die Richtung wechseln",,,Die Bekanntmachung zu den neuen Pausenzeiten läuft im Betrieb um.,https://de.wiktionary.org/wiki/umlaufen
laufen,unterlaufen,unter-,ambiguous,Verb,"Hilfsverb sein : sich (trotz Sorgfalt und dann als Fehler) einschleichen Hilfsverb sein , eher selten : vorkommen und bemerkt werden Sport , Hilfsverb haben : in geduckter Haltung auf einen Gegner zulaufen und ihn zu Fall bringen Hilfsverb haben : durch geschickte Vorgangsweise nicht beachten (müssen) oder entgegenwirken Hilfsverb sein : durch austretendes Blut blaue Farbe zeigen in seiner Wirkung, Bedeutung (unmerklich) unwirksam machen",,,"„Auch Nübel unterliefen zwar ein, zwei Fehlerchen, aber generell bewahrte er, wie das seine besondere Art ist, eine für sein Alter beachtliche Ruhe und Coolness.“",https://de.wiktionary.org/wiki/unterlaufen
laufen,verlaufen,ver-,inseparable,Verb,"reflexiv : irgendwohin gehen und sich dabei verirren reflexiv : sich zerstreuen reflexiv , intransitiv : sich entfernen, verschwinden intransitiv : eine Richtung einschlagen intransitiv : auf eine bestimmte Art und Weise geschehen",,,Hänsel und Gretel haben sich im Wald verlaufen.,https://de.wiktionary.org/wiki/verlaufen
laufen,vorlaufen,vor-,separable,Verb,"Hilfsverb sein : zu einem Ziel gehen, bevor der Rest einer Gruppe auch losgeht Sport , Eiskunstlauf , Hilfsverb haben : eine Kür vorführen Hilfsverb sein : nach vorne gehen",,,"„Vielleicht sollten wir beide schon mal vorlaufen , damit wir als Erste dort ankommen.“",https://de.wiktionary.org/wiki/vorlaufen
laufen,weglaufen,weg-,separable,Verb,"sich schneller als gehend (laufend) von einem Ort entfernen sich rinnend, fließend entfernen seine Familie, sein Heim oder seinen Partner verlassen",,,"Nachdem ich ihm diese Frage gestellt hatte, lief er sofort weg.",https://de.wiktionary.org/wiki/weglaufen
laufen,weiterlaufen,weiter-,separable,Verb,"weiterhin in die eingeschlagene Richtung gehen / rennen weiterhin seine Gültigkeit behalten weiterhin funktionieren , geschehen ohne Unterbrechung in Gang bleiben",,,Können wir jetzt weiterlaufen ? Ich will noch vor dem Mittag ankommen.,https://de.wiktionary.org/wiki/weiterlaufen
laufen,zerlaufen,zer-,inseparable,Verb,intransitiv : infolge einer Erwärmung an Festigkeit verlieren und zerfließen,,,Das Wachs ist in der Hitze zerlaufen.,https://de.wiktionary.org/wiki/zerlaufen
laufen,zulaufen,zu-,separable,Verb,"auch mit Dativobjekt : sich zu jemandem/etwas im Lauftempo hinbewegen , sich im Laufschritt in Richtung von jemandem/etwas bewegen umgangssprachlich , oft im Imperativ : das Tempo (seines Laufes ) erhöhen auch mit Dativobjekt : in eine bestimmte Richtung führen , eine Erstreckung in eine bestimmte Richtung aufweisen mit Dativobjekt, in Bezug auf zuvor herrenlose oder entlaufene Haustiere : durch wiederholtes Erscheinen oder dauerndes Verweilen an jemandes Wohnstätte die Fütterung und gegebenenfalls letztlich die Aufnahme in die häusliche Gemeinschaft erreichen umgangssprachlich , übertragen von , meist im Perfekt und in der 3. Person : (durch Zufall ) entdeckt , gesehen werden; jemandem zuteilwerden mit Dativobjekt, in Bezug auf eine größere Personenanzahl : sich (mit bestimmten Erwartungen oder Hoffnungen ) an jemanden wenden , (mit bestimmten Erwartungen oder Hoffnungen) zu jemandem kommen zu einer schon vorhandenen Menge an Flüssigkeit in ein Gefäß hineinfließen (zu einer Seite hin, zu einem Ende hin) eine bestimmte – immer enger , dünner oder schmaler werdende – Form aufweisen transitiv , Hilfsverb „haben“, bei Wettkämpfen , die eine Laufsportart beinhalten , in Bezug auf einen Abstand zwischen Sportlern : durch Aufholen auf den Vordermann /die Vorderleute beseitigen veraltet : (anlässlich eines Ereignisses , auf das viele Menschen aufmerksam geworden sind) herbeilaufen , sich in kurzer Zeit versammeln veraltet : verschlossen werden, sich schließen",,,Die verstörten Anwohner liefen auf die Polizisten zu.,https://de.wiktionary.org/wiki/zulaufen
laufen,zurücklaufen,zurück-,separable,Verb,zu Fuß an den Ausgangspunkt zurückkehren als Flüssigkeit: die Richtung beim Fließen verändern als Band: rückwärtslaufen (lassen),,,"Ich habe keine Lust, den ganzen Weg zurückzulaufen . Gibts hier keinen Bus?",https://de.wiktionary.org/wiki/zur%C3%BCcklaufen
laufen,zusammenlaufen,zusammen-,separable,Verb,"als Menschen : sich an einem Ort versammeln als Flüssigkeiten : sich an einem Ort sammeln/treffen auch: ineinanderlaufen, sich vermischen sich in einem Zentrum vereinen",,,Aufgeregt liefen die Menschen vor dem Rathaus zusammen .,https://de.wiktionary.org/wiki/zusammenlaufen
laufen,überlaufen,über-,ambiguous,Verb,"Militär : auf der Seite der feindlichen Truppen kämpfen von einer Flüssigkeit : über den Rand eines bereits gefüllten Gefäßes fließen von einem Gefäß : so voll sein, dass der Inhalt bereits über den Rand fließt",,,Immer mehr Armeeeinheiten laufen zu den Aufständischen über.,https://de.wiktionary.org/wiki/%C3%BCberlaufen
legen,ablegen,ab-,separable,Verb,"fortlegen, niederlegen, irgendwohin legen etwas was bearbeitet ist, nicht mehr benötigt wird, zur Aufbewahrung weglegen ein Kleidungsstück ausziehen nicht mehr tragen sich von etwas frei machen auf schriftliche oder mündliche Weise etwas leisten, was von dem Betreffenden als Beweis für etwas gefordert wird von der Anlegestelle wieder wegfahren",,,Ich werde den Telefonhörer jetzt ablegen.,https://de.wiktionary.org/wiki/ablegen
legen,anlegen,an-,separable,Verb,"transitiv : etwas erschaffen oder erstellen transitiv : etwas anfügen reflexiv , sich mit jemandem ( Dativ ) anlegen : einen Streit anfangen transitiv : investieren intransitiv , Schifffahrt : ein Schiff legt an: es kommt im Hafen an und wird festgemacht transitiv : ein Kleidungsstück anziehen intransitiv , Schusswaffe : mit einer Feuerwaffe ein Ziel anvisieren",,,Heute habe ich das Inhaltsverzeichnis angelegt.,https://de.wiktionary.org/wiki/anlegen
legen,auflegen,auf-,separable,Verb,"transitiv : etwas auf etwas liegend positionieren transitiv : ein Druckwerk publizieren intransitiv : ein Telefongespräch beenden intransitiv , umgangssprachlich : Musikaufnahmen abspielen",,,Du hast mir die Hand aufgelegt.,https://de.wiktionary.org/wiki/auflegen
legen,auslegen,aus-,separable,Verb,"eine Fläche mehr oder weniger lückenlos mit flächigen Teilen bedecken einen Geldbetrag aufbringen, der später erstattet wird etwas auf bestimmte Weise interpretieren etwas so legen , dass es eingesehen, betrachtet oder genommen werden kann etwas für etwas konzipieren",,,Der Boden war mit Teppich ausgelegt.,https://de.wiktionary.org/wiki/auslegen
legen,beilegen,bei-,separable,Verb,zu etwas hinzufügen aus der Welt schaffen mit einer Bezeichnung versehen mit einer Bedeutung versehen,,,Dem Brief ist noch ein weiteres Schreiben beigelegt.,https://de.wiktionary.org/wiki/beilegen
legen,belegen,be-,inseparable,Verb,"etwas belegen: den Beweis für etwas erbringen etwas belegen: etwas auf etwas legen etwas belegen: etwas mit etwas versehen einen Platz, Rang belegen: einen Platz, Rang einnehmen",,,Er hat seine Behauptung nicht belegt.,https://de.wiktionary.org/wiki/belegen
legen,einlegen,ein-,separable,Verb,etwas in einen dafür vorgesehenen Hohlraum legen Nahrungsmittel in einer konservierenden Flüssigkeit haltbar machen etwas im Zeitverlauf einfügen etwas geltend machen,,,Er legte eine andere CD ein.,https://de.wiktionary.org/wiki/einlegen
legen,erlegen,er-,inseparable,Verb,"transitiv , Jägersprache , gehoben : ein Tier bei der Jagd (durch einen Schuss ) töten Österreich : (einen Geldbetrag) bezahlen, hergeben",,,Der Hirsch wurde mit dem ersten Schuss erlegt.,https://de.wiktionary.org/wiki/erlegen
legen,festlegen,fest-,separable,Verb,"transitiv : einen verbindlichen Beschluss fassen , eine verbindliche Entscheidung treffen ; durch verbindliche Regeln , Vorschriften bestimmen , verordnen ; verbindlich festsetzen transitiv : von jemandem eine bindende Auskunft oder Zusage erwarten , verlangen ; von jemandem erwarten , verlangen , dass er das tut beziehungsweise sich an das hält , was er gesagt , versprochen hat transitiv , reflexiv : etwas ganz fest zusagen ( lassen ); versprechen ( lassen ), etwas zu tun ; (jemanden, sich) an, für etwas fest binden , verpflichten ( lassen ) transitiv : jemanden für etwas verantwortlich machen , jemandem die Schuld an etwas zuschreiben transitiv : (einen Geldbetrag ) für längere Zeit fest und sicher (zum Beispiel in Sachgütern ) anlegen intransitiv ; selten : (ein Wasserfahrzeug ) ankern oder an einer Anlegestelle mit Tauen vor dem Abtreiben sichern transitiv , reflexiv ; veraltend : (etwas, jemanden, sich) an, auf etwas fest anbringen",,,Das generelle Vorgehen kann nur durch ein weiteres Meinungsbild festgelegt werden.,https://de.wiktionary.org/wiki/festlegen
